RxCUI,TTY,RxNorm Description,Related BN,Related SCDC,Related DF
861226,SBD,24 HR AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG,EXTENDED RELEASE ORAL CAPSULE
861225,SCD,24 HR AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG,EXTENDED RELEASE ORAL CAPSULE
577962,SBD,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG ORAL TABLET [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG,ORAL TABLET
577961,SCD,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 5 MG / AMPHETAMINE SULFATE 5 MG / DEXTROAMPHETAMINE SACCHARATE 5 MG / DEXTROAMPHETAMINE SULFATE 5 MG,ORAL TABLET
1927617,SCD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG,EXTENDED RELEASE ORAL CAPSULE
861228,SBD,24 HR AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG,EXTENDED RELEASE ORAL CAPSULE
861227,SCD,24 HR AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG,EXTENDED RELEASE ORAL CAPSULE
1927619,SBD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG EXTENDED RELEASE ORAL CAPSULE [MYDAYIS],MYDAYIS,AMPHETAMINE ASPARTATE 6.25 MG / AMPHETAMINE SULFATE 6.25 MG / DEXTROAMPHETAMINE SACCHARATE 6.25 MG / DEXTROAMPHETAMINE SULFATE 6.25 MG,EXTENDED RELEASE ORAL CAPSULE
861233,SBD,24 HR AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG,EXTENDED RELEASE ORAL CAPSULE
861232,SCD,24 HR AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG,EXTENDED RELEASE ORAL CAPSULE
541363,SCD,AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 7.5 MG / AMPHETAMINE SULFATE 7.5 MG / DEXTROAMPHETAMINE SACCHARATE 7.5 MG / DEXTROAMPHETAMINE SULFATE 7.5 MG,ORAL TABLET
1927637,SCD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 9.375 MG / AMPHETAMINE SULFATE 9.375 MG / DEXTROAMPHETAMINE SACCHARATE 9.375 MG / DEXTROAMPHETAMINE SULFATE 9.375 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 9.375 MG / AMPHETAMINE SULFATE 9.375 MG / DEXTROAMPHETAMINE SACCHARATE 9.375 MG / DEXTROAMPHETAMINE SULFATE 9.375 MG,EXTENDED RELEASE ORAL CAPSULE
1927639,SBD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 9.375 MG / AMPHETAMINE SULFATE 9.375 MG / DEXTROAMPHETAMINE SACCHARATE 9.375 MG / DEXTROAMPHETAMINE SULFATE 9.375 MG EXTENDED RELEASE ORAL CAPSULE [MYDAYIS],MYDAYIS,AMPHETAMINE ASPARTATE 9.375 MG / AMPHETAMINE SULFATE 9.375 MG / DEXTROAMPHETAMINE SACCHARATE 9.375 MG / DEXTROAMPHETAMINE SULFATE 9.375 MG,EXTENDED RELEASE ORAL CAPSULE
1600698,SBD,AMPHETAMINE SULFATE 10 MG ORAL TABLET [EVEKEO],EVEKEO,AMPHETAMINE SULFATE 10 MG,ORAL TABLET
1600695,SCD,AMPHETAMINE SULFATE 10 MG ORAL TABLET,,AMPHETAMINE SULFATE 10 MG,ORAL TABLET
1600700,SBD,AMPHETAMINE SULFATE 5 MG ORAL TABLET [EVEKEO],EVEKEO,AMPHETAMINE SULFATE 5 MG,ORAL TABLET
884655,SCD,AMPHETAMINE SULFATE 5 MG ORAL TABLET,,AMPHETAMINE SULFATE 5 MG,ORAL TABLET
239240,SCD,AMPHOTERICIN B 50 MG INJECTION,,AMPHOTERICIN B 50 MG,INJECTION
967385,SCD,AMPHOTERICIN B LIPOSOMAL 50 MG INJECTION,,AMPHOTERICIN B LIPOSOMAL 50 MG,INJECTION
967388,SBD,AMPHOTERICIN B LIPOSOMAL 50 MG INJECTION [AMBISOME],AMBISOME,AMPHOTERICIN B LIPOSOMAL 50 MG,INJECTION
789980,SCD,AMPICILLIN 100 MG/ML INJECTABLE SOLUTION,,AMPICILLIN 100 MG/ML,INJECTABLE SOLUTION
240984,SCD,AMPICILLIN 100 MG/ML / SULBACTAM 50 MG/ML INJECTABLE SOLUTION,,AMPICILLIN 100 MG/ML / SULBACTAM 50 MG/ML,INJECTABLE SOLUTION
205843,SBD,AMPICILLIN 100 MG/ML / SULBACTAM 50 MG/ML INJECTABLE SOLUTION [UNASYN],UNASYN,AMPICILLIN 100 MG/ML / SULBACTAM 50 MG/ML,INJECTABLE SOLUTION
1721475,SCD,AMPICILLIN 1000 MG INJECTION,,AMPICILLIN 1000 MG,INJECTION
1659592,SCD,AMPICILLIN 1000 MG / SULBACTAM 500 MG INJECTION,,AMPICILLIN 1000 MG / SULBACTAM 500 MG,INJECTION
1721476,SCD,AMPICILLIN 2000 MG INJECTION,,AMPICILLIN 2000 MG,INJECTION
1659598,SCD,AMPICILLIN 2000 MG / SULBACTAM 1000 MG INJECTION,,AMPICILLIN 2000 MG / SULBACTAM 1000 MG,INJECTION
1659600,SBD,AMPICILLIN 2000 MG / SULBACTAM 1000 MG INJECTION [UNASYN],UNASYN,AMPICILLIN 2000 MG / SULBACTAM 1000 MG,INJECTION
308212,SCD,AMPICILLIN 500 MG ORAL CAPSULE,,AMPICILLIN 500 MG,ORAL CAPSULE
1594673,SBD,AMYLASE 105000 UNT / LIPASE 25000 UNT / PROTEASE 79000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 105000 UNT / LIPASE 25000 UNT / PROTEASE 79000 UNT,DELAYED RELEASE ORAL CAPSULE
863829,SBD,AMYLASE 120000 UNT / LIPASE 24000 UNT / PROTEASE 76000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CREON,AMYLASE 120000 UNT / LIPASE 24000 UNT / PROTEASE 76000 UNT,DELAYED RELEASE ORAL CAPSULE
1595292,SBD,AMYLASE 14000 UNT / LIPASE 3000 UNT / PROTEASE 10000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 14000 UNT / LIPASE 3000 UNT / PROTEASE 10000 UNT,DELAYED RELEASE ORAL CAPSULE
2564412,SBD,AMYLASE 149900 UNT / LIPASE 37000 UNT / PROTEASE 97300 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 149900 UNT / LIPASE 37000 UNT / PROTEASE 97300 UNT,DELAYED RELEASE ORAL CAPSULE
1113046,SBD,AMYLASE 15000 UNT / LIPASE 3000 UNT / PROTEASE 9500 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CREON,AMYLASE 15000 UNT / LIPASE 3000 UNT / PROTEASE 9500 UNT,DELAYED RELEASE ORAL CAPSULE
1543006,SBD,AMYLASE 15125 UNT / LIPASE 4000 UNT / PROTEASE 14375 UNT DELAYED RELEASE ORAL CAPSULE [PERTZYE],PERTZYE,AMYLASE 15125 UNT / LIPASE 4000 UNT / PROTEASE 14375 UNT,DELAYED RELEASE ORAL CAPSULE
2478455,SBD,AMYLASE 15200 UNT / LIPASE 2600 UNT / PROTEASE 8800 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 15200 UNT / LIPASE 2600 UNT / PROTEASE 8800 UNT,DELAYED RELEASE ORAL CAPSULE
1995479,SBD,AMYLASE 168000 UNT / LIPASE 40000 UNT / PROTEASE 126000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 168000 UNT / LIPASE 40000 UNT / PROTEASE 126000 UNT,DELAYED RELEASE ORAL CAPSULE
1373327,SBD,AMYLASE 180000 UNT / LIPASE 36000 UNT / PROTEASE 114000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CREON,AMYLASE 180000 UNT / LIPASE 36000 UNT / PROTEASE 114000 UNT,DELAYED RELEASE ORAL CAPSULE
1595457,SBD,AMYLASE 24000 UNT / LIPASE 5000 UNT / PROTEASE 17000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 24000 UNT / LIPASE 5000 UNT / PROTEASE 17000 UNT,DELAYED RELEASE ORAL CAPSULE
1806966,SBD,AMYLASE 24600 UNT / LIPASE 4200 UNT / PROTEASE 14200 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 24600 UNT / LIPASE 4200 UNT / PROTEASE 14200 UNT,DELAYED RELEASE ORAL CAPSULE
2669472,SBD,AMYLASE 252600 UNT / LIPASE 60000 UNT / PROTEASE 189600 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 252600 UNT / LIPASE 60000 UNT / PROTEASE 189600 UNT,DELAYED RELEASE ORAL CAPSULE
863836,SBD,AMYLASE 30000 UNT / LIPASE 6000 UNT / PROTEASE 19000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CREON,AMYLASE 30000 UNT / LIPASE 6000 UNT / PROTEASE 19000 UNT,DELAYED RELEASE ORAL CAPSULE
1294483,SBD,AMYLASE 30250 UNT / LIPASE 8000 UNT / PROTEASE 28750 UNT DELAYED RELEASE ORAL CAPSULE [PERTZYE],PERTZYE,AMYLASE 30250 UNT / LIPASE 8000 UNT / PROTEASE 28750 UNT,DELAYED RELEASE ORAL CAPSULE
1247388,SBD,AMYLASE 39150 UNT / LIPASE 10440 UNT / PROTEASE 39150 UNT ORAL TABLET [VIOKACE],VIOKACE,AMYLASE 39150 UNT / LIPASE 10440 UNT / PROTEASE 39150 UNT,ORAL TABLET
1595462,SBD,AMYLASE 42000 UNT / LIPASE 10000 UNT / PROTEASE 32000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 42000 UNT / LIPASE 10000 UNT / PROTEASE 32000 UNT,DELAYED RELEASE ORAL CAPSULE
863841,SBD,AMYLASE 60000 UNT / LIPASE 12000 UNT / PROTEASE 38000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CREON,AMYLASE 60000 UNT / LIPASE 12000 UNT / PROTEASE 38000 UNT,DELAYED RELEASE ORAL CAPSULE
1294128,SBD,AMYLASE 60500 UNT / LIPASE 16000 UNT / PROTEASE 57500 UNT DELAYED RELEASE ORAL CAPSULE [PERTZYE],PERTZYE,AMYLASE 60500 UNT / LIPASE 16000 UNT / PROTEASE 57500 UNT,DELAYED RELEASE ORAL CAPSULE
1806921,SBD,AMYLASE 61500 UNT / LIPASE 10500 UNT / PROTEASE 35500 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 61500 UNT / LIPASE 10500 UNT / PROTEASE 35500 UNT,DELAYED RELEASE ORAL CAPSULE
1595473,SBD,AMYLASE 63000 UNT / LIPASE 15000 UNT / PROTEASE 47000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 63000 UNT / LIPASE 15000 UNT / PROTEASE 47000 UNT,DELAYED RELEASE ORAL CAPSULE
1247381,SBD,AMYLASE 78300 UNT / LIPASE 20880 UNT / PROTEASE 78300 UNT ORAL TABLET [VIOKACE],VIOKACE,AMYLASE 78300 UNT / LIPASE 20880 UNT / PROTEASE 78300 UNT,ORAL TABLET
1806931,SBD,AMYLASE 83900 UNT / LIPASE 21000 UNT / PROTEASE 54700 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 83900 UNT / LIPASE 21000 UNT / PROTEASE 54700 UNT,DELAYED RELEASE ORAL CAPSULE
1595478,SBD,AMYLASE 84000 UNT / LIPASE 20000 UNT / PROTEASE 63000 UNT DELAYED RELEASE ORAL CAPSULE [ZENPEP],ZENPEP,AMYLASE 84000 UNT / LIPASE 20000 UNT / PROTEASE 63000 UNT,DELAYED RELEASE ORAL CAPSULE
1929118,SBD,AMYLASE 90750 UNT / LIPASE 24000 UNT / PROTEASE 86250 UNT DELAYED RELEASE ORAL CAPSULE [PERTZYE],PERTZYE,AMYLASE 90750 UNT / LIPASE 24000 UNT / PROTEASE 86250 UNT,DELAYED RELEASE ORAL CAPSULE
1806926,SBD,AMYLASE 98400 UNT / LIPASE 16800 UNT / PROTEASE 56800 UNT DELAYED RELEASE ORAL CAPSULE [PANCREAZE],PANCREAZE,AMYLASE 98400 UNT / LIPASE 16800 UNT / PROTEASE 56800 UNT,DELAYED RELEASE ORAL CAPSULE
597857,SBD,ANAGRELIDE 0.5 MG ORAL CAPSULE [AGRYLIN],AGRYLIN,ANAGRELIDE 0.5 MG,ORAL CAPSULE
597850,SCD,ANAGRELIDE 0.5 MG ORAL CAPSULE,,ANAGRELIDE 0.5 MG,ORAL CAPSULE
597852,SCD,ANAGRELIDE 1 MG ORAL CAPSULE,,ANAGRELIDE 1 MG,ORAL CAPSULE
727714,SBD,0.67 ML ANAKINRA 149 MG/ML PREFILLED SYRINGE [KINERET],KINERET,ANAKINRA 149 MG/ML,PREFILLED SYRINGE
151124,SBD,ANASTROZOLE 1 MG ORAL TABLET [ARIMIDEX],ARIMIDEX,ANASTROZOLE 1 MG,ORAL TABLET
199224,SCD,ANASTROZOLE 1 MG ORAL TABLET,,ANASTROZOLE 1 MG,ORAL TABLET
1804750,SBD,ANIDULAFUNGIN 100 MG INJECTION [ERAXIS],ERAXIS,ANIDULAFUNGIN 100 MG,INJECTION
1804746,SBD,ANIDULAFUNGIN 50 MG INJECTION [ERAXIS],ERAXIS,ANIDULAFUNGIN 50 MG,INJECTION
2741482,SBD,0.8 ML ANIFROLUMAB-FNIA 150 MG/ML PREFILLED SYRINGE [SAPHNELO],SAPHNELO,ANIFROLUMAB-FNIA 150 MG/ML,PREFILLED SYRINGE
2741474,SBD,0.8 ML ANIFROLUMAB-FNIA 150 MG/ML AUTO-INJECTOR [SAPHNELO],SAPHNELO,ANIFROLUMAB-FNIA 150 MG/ML,AUTO-INJECTOR
2630217,SBD,APALUTAMIDE 240 MG ORAL TABLET [ERLEADA],ERLEADA,APALUTAMIDE 240 MG,ORAL TABLET
1999587,SBD,APALUTAMIDE 60 MG ORAL TABLET [ERLEADA],ERLEADA,APALUTAMIDE 60 MG,ORAL TABLET
1364441,SBD,APIXABAN 2.5 MG ORAL TABLET [ELIQUIS],ELIQUIS,APIXABAN 2.5 MG,ORAL TABLET
1364447,SBD,APIXABAN 5 MG ORAL TABLET [ELIQUIS],ELIQUIS,APIXABAN 5 MG,ORAL TABLET
1992428,BPCK,{74 (APIXABAN 5 MG ORAL TABLET [ELIQUIS]) } PACK [ELIQUIS 30-DAY STARTER PACK],ELIQUIS 30-DAY STARTER PACK,APIXABAN 5 MG,PACK
855856,SCD,3 ML APOMORPHINE HYDROCHLORIDE 10 MG/ML CARTRIDGE,,APOMORPHINE HYDROCHLORIDE 10 MG/ML,CARTRIDGE
855858,SBD,3 ML APOMORPHINE HYDROCHLORIDE 10 MG/ML CARTRIDGE [APOKYN],APOKYN,APOMORPHINE HYDROCHLORIDE 10 MG/ML,CARTRIDGE
2705796,SBD,20 ML APOMORPHINE HYDROCHLORIDE 4.9 MG/ML CARTRIDGE [ONAPGO],ONAPGO,APOMORPHINE HYDROCHLORIDE 4.9 MG/ML,CARTRIDGE
211020,SBD,APRACLONIDINE 10 MG/ML OPHTHALMIC SOLUTION [IOPIDINE],IOPIDINE,APRACLONIDINE 10 MG/ML,OPHTHALMIC SOLUTION
308345,SCD,APRACLONIDINE 5 MG/ML OPHTHALMIC SOLUTION,,APRACLONIDINE 5 MG/ML,OPHTHALMIC SOLUTION
2682430,BPCK,{4 (APREMILAST 10 MG ORAL TABLET [OTEZLA]) / 51 (APREMILAST 20 MG ORAL TABLET [OTEZLA]) } PACK [OTEZLA 28-DAY 10/20 STARTER PACK],OTEZLA 28-DAY 10/20 STARTER PACK,APREMILAST 10 MG / APREMILAST 20 MG,PACK
1605455,BPCK,{4 (APREMILAST 10 MG ORAL TABLET [OTEZLA]) / 4 (APREMILAST 20 MG ORAL TABLET [OTEZLA]) / 47 (APREMILAST 30 MG ORAL TABLET [OTEZLA]) } PACK [OTEZLA 28-DAY 10/20/30 STARTER PACK],OTEZLA 28-DAY 10/20/30 STARTER PACK,APREMILAST 10 MG / APREMILAST 20 MG / APREMILAST 30 MG,PACK
2724367,BPCK,{14 (24 HR APREMILAST 75 MG EXTENDED RELEASE ORAL TABLET [OTEZLA]) / 4 (APREMILAST 10 MG ORAL TABLET [OTEZLA]) / 4 (APREMILAST 20 MG ORAL TABLET [OTEZLA]) / 19 (APREMILAST 30 MG ORAL TABLET [OTEZLA]) } PACK [OTEZLA 28-DAY 10/20/30/75 STARTER PACK],OTEZLA 28-DAY 10/20/30/75 STARTER PACK,APREMILAST 10 MG / APREMILAST 20 MG / APREMILAST 30 MG / APREMILAST 75 MG,PACK
1492742,SBD,APREMILAST 20 MG ORAL TABLET [OTEZLA],OTEZLA,APREMILAST 20 MG,ORAL TABLET
1492746,SBD,APREMILAST 30 MG ORAL TABLET [OTEZLA],OTEZLA,APREMILAST 30 MG,ORAL TABLET
2723452,SBD,24 HR APREMILAST 75 MG EXTENDED RELEASE ORAL TABLET [OTEZLA],OTEZLA,APREMILAST 75 MG,EXTENDED RELEASE ORAL TABLET
1729311,SBD,APREPITANT 125 MG POWDER FOR ORAL SUSPENSION [EMEND],EMEND,APREPITANT 125 MG,POWDER FOR ORAL SUSPENSION
403811,SCD,APREPITANT 125 MG ORAL CAPSULE,,APREPITANT 125 MG,ORAL CAPSULE
754508,GPCK,{1 (APREPITANT 125 MG ORAL CAPSULE) / 2 (APREPITANT 80 MG ORAL CAPSULE) } PACK,,APREPITANT 125 MG / APREPITANT 80 MG,PACK
754509,BPCK,{1 (APREPITANT 125 MG ORAL CAPSULE [EMEND]) / 2 (APREPITANT 80 MG ORAL CAPSULE [EMEND]) } PACK [EMEND TRI-FOLD PACK],EMEND TRI-FOLD PACK,APREPITANT 125 MG / APREPITANT 80 MG,PACK
644088,SCD,APREPITANT 40 MG ORAL CAPSULE,,APREPITANT 40 MG,ORAL CAPSULE
404465,SBD,APREPITANT 80 MG ORAL CAPSULE [EMEND],EMEND,APREPITANT 80 MG,ORAL CAPSULE
403810,SCD,APREPITANT 80 MG ORAL CAPSULE,,APREPITANT 80 MG,ORAL CAPSULE
2679070,SBD,APROCITENTAN 12.5 MG ORAL TABLET [TRYVIO],TRYVIO,APROCITENTAN 12.5 MG,ORAL TABLET
668956,SCD,ARFORMOTEROL 0.0075 MG/ML INHALATION SOLUTION,,ARFORMOTEROL 0.0075 MG/ML,INHALATION SOLUTION
2694294,SBD,ARIMOCLOMOL 124 MG ORAL CAPSULE [MIPLYFFA],MIPLYFFA,ARIMOCLOMOL 124 MG,ORAL CAPSULE
2694298,SBD,ARIMOCLOMOL 47 MG ORAL CAPSULE [MIPLYFFA],MIPLYFFA,ARIMOCLOMOL 47 MG,ORAL CAPSULE
2694302,SBD,ARIMOCLOMOL 62 MG ORAL CAPSULE [MIPLYFFA],MIPLYFFA,ARIMOCLOMOL 62 MG,ORAL CAPSULE
2694306,SBD,ARIMOCLOMOL 93 MG ORAL CAPSULE [MIPLYFFA],MIPLYFFA,ARIMOCLOMOL 93 MG,ORAL CAPSULE
485496,SCD,ARIPIPRAZOLE 1 MG/ML ORAL SOLUTION,,ARIPIPRAZOLE 1 MG/ML,ORAL SOLUTION
352307,SBD,ARIPIPRAZOLE 10 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 10 MG,ORAL TABLET
643019,SCD,ARIPIPRAZOLE 10 MG DISINTEGRATING ORAL TABLET,,ARIPIPRAZOLE 10 MG,DISINTEGRATING ORAL TABLET
349545,SCD,ARIPIPRAZOLE 10 MG ORAL TABLET,,ARIPIPRAZOLE 10 MG,ORAL TABLET
2697170,SBD,ARIPIPRAZOLE 10 MG ORAL FILM [OPIPZA],OPIPZA,ARIPIPRAZOLE 10 MG,ORAL FILM
643022,SCD,ARIPIPRAZOLE 15 MG DISINTEGRATING ORAL TABLET,,ARIPIPRAZOLE 15 MG,DISINTEGRATING ORAL TABLET
349490,SCD,ARIPIPRAZOLE 15 MG ORAL TABLET,,ARIPIPRAZOLE 15 MG,ORAL TABLET
352308,SBD,ARIPIPRAZOLE 15 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 15 MG,ORAL TABLET
615172,SBD,ARIPIPRAZOLE 2 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 2 MG,ORAL TABLET
602964,SCD,ARIPIPRAZOLE 2 MG ORAL TABLET,,ARIPIPRAZOLE 2 MG,ORAL TABLET
2697164,SBD,ARIPIPRAZOLE 2 MG ORAL FILM [OPIPZA],OPIPZA,ARIPIPRAZOLE 2 MG,ORAL FILM
352309,SBD,ARIPIPRAZOLE 20 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 20 MG,ORAL TABLET
349553,SCD,ARIPIPRAZOLE 20 MG ORAL TABLET,,ARIPIPRAZOLE 20 MG,ORAL TABLET
1602607,SBD,2 ML ARIPIPRAZOLE 200 MG/ML PREFILLED SYRINGE [ABILIFY],ABILIFY,ARIPIPRAZOLE 200 MG/ML,PREFILLED SYRINGE
1602604,SBD,1.5 ML ARIPIPRAZOLE 200 MG/ML PREFILLED SYRINGE [ABILIFY],ABILIFY,ARIPIPRAZOLE 200 MG/ML,PREFILLED SYRINGE
352310,SBD,ARIPIPRAZOLE 30 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 30 MG,ORAL TABLET
349547,SCD,ARIPIPRAZOLE 30 MG ORAL TABLET,,ARIPIPRAZOLE 30 MG,ORAL TABLET
1659818,SBD,ARIPIPRAZOLE 300 MG INJECTION [ABILIFY],ABILIFY,ARIPIPRAZOLE 300 MG,INJECTION
2636640,SBD,2.4 ML ARIPIPRAZOLE 300 MG/ML PREFILLED SYRINGE [ABILIFY],ABILIFY,ARIPIPRAZOLE 300 MG/ML,PREFILLED SYRINGE
2636646,SBD,3.2 ML ARIPIPRAZOLE 300 MG/ML PREFILLED SYRINGE [ABILIFY],ABILIFY,ARIPIPRAZOLE 300 MG/ML,PREFILLED SYRINGE
1659814,SBD,ARIPIPRAZOLE 400 MG INJECTION [ABILIFY],ABILIFY,ARIPIPRAZOLE 400 MG,INJECTION
402131,SCD,ARIPIPRAZOLE 5 MG ORAL TABLET,,ARIPIPRAZOLE 5 MG,ORAL TABLET
404602,SBD,ARIPIPRAZOLE 5 MG ORAL TABLET [ABILIFY],ABILIFY,ARIPIPRAZOLE 5 MG,ORAL TABLET
2697167,SBD,ARIPIPRAZOLE 5 MG ORAL FILM [OPIPZA],OPIPZA,ARIPIPRAZOLE 5 MG,ORAL FILM
1925264,SBD,3.9 ML ARIPIPRAZOLE LAUROXIL 273 MG/ML PREFILLED SYRINGE [ARISTADA],ARISTADA,ARIPIPRAZOLE LAUROXIL 273 MG/ML,PREFILLED SYRINGE
1673280,SBD,3.2 ML ARIPIPRAZOLE LAUROXIL 276 MG/ML PREFILLED SYRINGE [ARISTADA],ARISTADA,ARIPIPRAZOLE LAUROXIL 276 MG/ML,PREFILLED SYRINGE
1673278,SBD,2.4 ML ARIPIPRAZOLE LAUROXIL 276 MG/ML PREFILLED SYRINGE [ARISTADA],ARISTADA,ARIPIPRAZOLE LAUROXIL 276 MG/ML,PREFILLED SYRINGE
1673274,SBD,1.6 ML ARIPIPRAZOLE LAUROXIL 276 MG/ML PREFILLED SYRINGE [ARISTADA],ARISTADA,ARIPIPRAZOLE LAUROXIL 276 MG/ML,PREFILLED SYRINGE
2049343,SBD,2.4 ML ARIPIPRAZOLE LAUROXIL 281.3 MG/ML PREFILLED SYRINGE [ARISTADA],ARISTADA,ARIPIPRAZOLE LAUROXIL 281.3 MG/ML,PREFILLED SYRINGE
805659,SBD,ARMODAFINIL 150 MG ORAL TABLET [NUVIGIL],NUVIGIL,ARMODAFINIL 150 MG,ORAL TABLET
724859,SCD,ARMODAFINIL 150 MG ORAL TABLET,,ARMODAFINIL 150 MG,ORAL TABLET
