Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spnd_Per_Dsg_Unt_Wghtd_2023,Avg_Spnd_Per_Clm_2023,Avg_Spnd_Per_Bene_2023,Outlier_Flag_2023,Tot_Spndng_2024,Tot_Dsg_Unts_2024,Tot_Clms_2024,Tot_Benes_2024,Avg_Spnd_Per_Dsg_Unt_Wghtd_2024,Avg_Spnd_Per_Clm_2024,Avg_Spnd_Per_Bene_2024,Outlier_Flag_2024,Chg_Avg_Spnd_Per_Dsg_Unt_23_24,CAGR_Avg_Spnd_Per_Dsg_Unt_20_24
Doxycycline Hyclate*,Doxycycline Hyclate,1,Puracap Laborat,5248438.11,5050637.167,206845,161910,1.0391635622,25.373773163,32.415774875,0,5125331.12,5116410,213749,169234,1.0017436288,23.978269466,30.28546935,0,5560289.66,5882500.5,259217,208086,0.9452255312,21.450327949,26.721113674,0,5711473.99,6497663,294257,237887,0.879004342,19.409815196,24.009189195,0,2776052.39,6942982,313976,252760,0.3998357464,8.84160697,10.982957707,0,-0.54512654,-0.212411389
Doxycycline Hyclate*,Doxycycline Hyclate,1,Larken Labs,79749.98,168475,2330,797,0.4733638819,34.227459227,100.06271016,0,65138.21,142374,1927,739,0.457514785,33.802911261,88.143721245,0,77731.43,174115,2203,1195,0.4464372972,35.284353155,65.047221757,0,45285.77,113529,1550,761,0.3988916488,29.216625806,59.508239159,0,18073.95,55710,766,365,0.3244291869,23.595234987,49.517671233,0,-0.186673404,-0.090126115
Doxycycline Hyclate*,Doxycycline Hyclate,1,"Jg Pharma, Inc.",3637393.74,384338,7532,3781,9.4640491963,482.9253505,962.01897382,0,2451319.8,256449,4827,2489,9.5587029,507.83505283,984.86130976,0,1077528.95,114558,1964,1140,9.4059685923,548.63999491,945.20083333,0,519171.59,64174,948,496,8.0900612398,547.64935654,1046.7169153,0,296837.31,45296,632,332,6.553278656,469.67928797,894.08828313,0,-0.189959326,-0.087788776
Doxycycline Hyclate*,Doxycycline Hyclate,1,Fosun Pharma Us,,,,,,,,,,,,,,,,,,,,,,,,,1823.36,125,11,,14.58688,165.76,,1,13894.74,822,86,36,16.903576642,161.56674419,385.965,0,0.1588205732,0.1588205732
Doxycycline Hyclate*,Doxycycline Hyclate,1,Avpak,1497.5,709,188,152,2.2948619207,7.9654255319,9.8519736842,0,2305.95,1092,104,89,1.8113817737,22.172596154,25.909550562,0,2623.45,1262,93,83,2.024285612,28.209139785,31.607831325,0,6279.85,2980,192,170,2.150518066,32.707552083,36.940294118,0,21670.86,10431,658,558,2.0320832534,32.93443769,38.836666667,0,-0.055072689,-0.029945277
Doxycycline Hyclate*,Doxycycline Hyclate,1,Bi-Coastal Phar,1591.18,6235,252,235,0.2552012831,6.3142063492,6.7709787234,0,45896.24,155725,6878,6188,0.2947262161,6.6729049142,7.4169747899,0,71378.36,244212,10909,9428,0.2922803138,6.5430708589,7.5708909631,0,5827.14,20959,938,779,0.2780256692,6.2123027719,7.4802824134,0,2425.77,11451,500,424,0.2118391407,4.85154,5.7211556604,0,-0.238059056,-0.045489219
Doxycycline Hyclate*,Doxycycline Hyclate,1,Avet Pharmaceut,1372395.91,230334,8425,6594,5.9563072028,162.89565697,208.1279815,0,881189.6,236836,7931,6288,3.7353051119,111.10699786,140.13829517,0,867744.87,185328,7080,5791,4.6625780448,122.56283475,149.84370057,0,684881.87,134162,5167,4243,5.1127624269,132.54922973,161.41453453,0,521283.79,120977,4845,4032,4.2997862438,107.59211352,129.28665427,0,-0.159009184,-0.078240878
Doxycycline Hyclate*,Doxycycline Hyclate,1,Amneal Pharmace,10778561.19,10620837.5,444007,345702,1.0142184958,24.275655992,31.17876434,0,12341072.4,13472969.223,580985,455230,0.9159019369,21.241636875,27.109532324,0,12884419.95,14260011.5,639649,508333,0.9035350322,20.142953323,25.346416522,0,7009642.89,8462536,384611,304484,0.8283146908,18.225279282,23.021383357,0,2916076.87,5831976,268721,219847,0.5000152384,10.851689559,13.264119456,0,-0.396346287,-0.162059988
Doxycycline Hyclate*,Doxycycline Hyclate,1,Chartwell Rx Ll,5104660.92,5911356.5,237560,178626,0.8663557584,21.48788062,28.577367908,0,8952829.61,9830582.53,402738,297184,0.902355477,22.229910289,30.125543805,0,5051198.12,4918330.5,214590,170197,0.9930769463,23.538832751,29.67853793,0,1667685.51,1361981.5,60373,49537,0.987177843,27.623035297,33.665452288,0,613837.46,852135,37978,31739,0.6224611094,16.16297488,19.340163836,0,-0.36945393,-0.079330006
Doxycycline Hyclate*,Doxycycline Hyclate,1,Ajanta Pharma L,28954.48,3122,76,65,9.288977201,380.98,445.45353846,0,114010.19,14980,337,237,7.1999362008,338.30916914,481.05565401,0,109273.26,15647,436,303,6.7318952621,250.62674312,360.63782178,0,107945,15794,457,328,6.9014158639,236.20350109,329.10060976,0,68844.77,15480.5,547,425,4.646169641,125.8588117,161.98769412,1,-0.326780224,-0.159027506
Doxycycline Hyclate*,Doxycycline Hyclate,1,Actavis/Teva,613559.2,467177,22689,16677,1.2552008885,27.04214377,36.79074174,0,121611.68,92112,4142,3457,1.2154262771,29.360618059,35.178385884,0,58812.36,57229,2710,2298,1.0351817239,21.70197786,25.592845953,0,42150.29,47529,2461,2101,0.8868330914,17.12730191,20.062013327,0,47291.75,105256,5207,4392,0.4493021775,9.0823410793,10.767702641,0,-0.493363315,-0.226507118
Doxycycline Hyclate*,Doxycycline Hyclate,1,Alembic Pharmac,184447.73,183909,8150,6512,1.0697490023,22.631623313,28.324282862,0,287613.38,488910,5897,2448,0.7438457802,48.772830253,117.48912582,0,1365886.39,626966,8701,4017,3.0089908812,156.98039191,340.02648494,0,1890347.6,1117953,13550,6665,2.7772366966,139.50904797,283.62304576,0,2853793.75,1741357,21215,10818,2.6276495394,134.51773509,263.80049455,0,-0.053861868,0.2519050397
Doxycycline Hyclate*,Doxycycline Hyclate,1,Acella Pharmace,,,,,,,,,62694.96,73557,2944,2636,0.8523316612,21.295842391,23.784127466,0,475095.6,533535.5,24094,19339,0.8904667075,19.718419524,24.566709757,0,542361.24,617658.46,28415,22694,0.8780924655,19.087145522,23.898882524,0,205112.51,372744,17704,14519,0.5502771607,11.585659173,14.127178869,0,-0.373326634,-0.135713714
Doxycycline Hyclate*,Doxycycline Hyclate,1,AHP,5105.38,2419,282,226,2.2618099391,18.104184397,22.590176991,0,4123.76,1997,167,143,2.0509320671,24.693173653,28.837482517,0,2475.19,1167,107,95,2.1608168065,23.132616822,26.054631579,0,1905.41,856,113,93,2.1590083203,16.862035398,20.48827957,0,3428.22,4099,301,174,0.8336400403,11.389435216,19.702413793,0,-0.613878264,-0.220832885
Doxycycline Hyclate*,Doxycycline Hyclate,1,Epic Pharma LLC,13276010.27,14186515.163,568985,451733,0.9728115473,23.332794836,29.389064492,0,10637214.83,14210949.5,495428,376179,0.8389165482,21.470758274,28.277003315,0,17030706.95,23698561,845573,646278,0.8066818499,20.141025021,26.351983125,0,16906018.04,26646926,935865,715103,0.7287724992,18.064590555,23.641374795,0,11523648.09,26303583.5,903781,687360,0.4904290262,12.75048722,16.76508393,0,-0.327047842,-0.157370107
Doxycycline Hyclate*,Doxycycline Hyclate,1,Apotex Corp,89396.04,7516,159,94,12.294034222,562.23924528,951.02170213,0,78981.07,8822,213,137,8.5875034356,370.80314554,576.50416058,0,62247.62,9365,241,168,6.3558230815,258.28887967,370.52154762,0,45228.92,6563,157,94,6.6561589226,288.08229299,481.1587234,1,28078.05,4791,122,77,5.8498283854,230.14795082,364.65,1,-0.121140518,-0.169456895
Doxycycline Ir-Dr,Doxycycline Monohydrate,5,Overall,12954863.01,735551,15554,4149,17.612460604,832.89591166,3122.4061244,0,12431425.76,704326,14609,4185,17.650102027,850.94296393,2970.4721051,0,12865286.37,732378,15231,4196,17.566456625,844.6777211,3066.083501,0,11971561.15,639624,13277,3925,18.681730684,901.67667018,3050.0792739,0,12621042.48,722176,14645,4296,17.487109399,861.7987354,2937.8590503,0,-0.063945964,-0.001784066
Doxycycline Ir-Dr,Doxycycline Monohydrate,1,Dr.Reddy'S Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821493.35,109986,2129,1209,16.561138236,855.56286989,1506.6115385,0,,
Doxycycline Ir-Dr,Doxycycline Monohydrate,1,Alembic Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451837.68,29831,597,359,15.146581744,756.84703518,1258.6007799,0,,
Doxycycline Ir-Dr,Doxycycline Monohydrate,1,Prasco Labs,12954863.01,735551,15554,4149,17.612460604,832.89591166,3122.4061244,0,12431425.76,704326,14609,4185,17.650102027,850.94296393,2970.4721051,0,12865286.37,732378,15231,4196,17.566456625,844.6777211,3066.083501,0,5958045.53,342278,7269,3069,17.407036181,819.65133168,1941.3638091,0,413735.97,27195,697,445,15.213677882,593.59536585,929.74375281,0,-0.126004121,-0.035941151
Doxycycline Ir-Dr,Doxycycline Monohydrate,1,Mayne Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,6013515.62,297346,6008,2462,20.223966759,1000.9180459,2442.5327457,0,5174131.77,282240,6142,2774,18.332382972,842.4180674,1865.224142,0,-0.093531789,-0.093531789
Doxycycline Ir-Dr,Doxycycline Monohydrate,1,Lupin Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759843.71,272924,5080,2383,17.440180087,936.97710827,1997.4165799,0,,
Doxycycline Monohydrate,Doxycycline Monohydrate,15,Overall,26632330.86,36281182,1235735,883342,0.7675648087,21.551813989,30.149512714,0,28154535.69,40284063.542,1352386,975123,0.7364745089,20.818416998,28.872804446,0,33474629.43,44388364.099,1555459,1145720,0.8046131829,21.520740457,29.217111886,0,35152509.3,48771709.071,1760869,1315899,0.7640560374,19.963159838,26.713683421,0,30269948.65,53548319.357,1931472,1446145,0.6034079612,15.671958304,20.931475509,0,-0.210256929,-0.058383641
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Zydus Pharmaceu,4417115.6,6048956,193057,135385,0.8006131567,22.879852064,32.626329357,0,4770787.89,6976928,211142,148644,0.7645554496,22.595162924,32.095394971,0,7033621.34,9624403.099,314281,238179,0.8088527281,22.380039964,29.530820685,0,10026084,14199241.767,505775,392796,0.7551426639,19.823209925,25.524913696,0,11666362.77,19382584.857,725888,564009,0.6411045129,16.07184961,20.684710297,0,-0.151015373,-0.054031821
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Strides Pharma,,,,,,,,,,,,,,,,,211705.56,339571,13896,12601,0.6146606952,15.235,16.800695183,0,1051498.1,1586157,65117,54114,0.6616093504,16.147827756,19.431165687,0,1329800.8,2721388,111014,89985,0.4904298819,11.978676563,14.778027449,0,-0.258731937,-0.106754698
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Ranbaxy/Sun Pha,2382658.49,3353993,134490,110497,0.7070953079,17.716250204,21.563105695,0,3310452.55,4824089,190974,151890,0.6833361599,17.334571984,21.795065837,0,3948569.42,5034750,209854,172675,0.7831977,18.81579298,22.867059042,0,3587465.78,4610837,197708,164465,0.7779395661,18.145273737,21.812943666,0,1042045.63,1685694,73936,66152,0.6181340798,14.09388701,15.752292145,0,-0.205421466,-0.033056311
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Ranbaxy Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.76,560,16,,0.6067142857,21.235,,1,,
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Pd-Rx Pharm,497.59,782,42,38,0.6363043478,11.847380952,13.094473684,0,296.36,631,27,20,0.4696671949,10.976296296,14.818,1,,,,,,,,,,,,,,,,,176.3,450,21,19,0.3917777778,8.3952380952,9.2789473684,1,,-0.114183579
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Lupin Pharmaceu,4734060.11,7465821,231965,165113,0.6904631691,20.408510379,28.671637666,0,5353229.33,8916178,270054,193932,0.6651796317,19.822810734,27.603641122,0,7210167.51,11142954,350166,261165,0.7311134491,20.590712719,27.607709724,0,8172359.26,11964697.5,386549,290315,0.7760337663,21.141845562,28.149972478,0,6130791.89,13054629,406227,302943,0.5381385649,15.092034478,20.237443645,0,-0.306552642,-0.06040997
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Gavis/Lupin,1537.98,2147,79,68,0.7216001926,19.468101266,22.617352941,0,692.87,1168,52,44,0.5972687907,13.324423077,15.747045455,1,665.09,728,35,31,0.9135851648,19.002571429,21.454516129,1,409.59,384,26,24,1.0817979243,15.753461538,17.06625,1,219.79,422,25,23,0.5446856232,8.7916,9.5560869565,1,-0.49649966,-0.067900408
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Cosette Pharmac,196452.11,175167,6789,5538,0.9204200392,28.936825748,35.473475984,0,164362.17,195536,8400,7021,0.7015612109,19.566925,23.410079761,0,596721.97,862282,32655,27505,0.6621155215,18.273525341,21.695036175,0,872481.7,1232790,48311,39701,0.6917753759,18.05969034,21.976315458,0,66271.32,113148,4841,4181,0.5796786056,13.689593059,15.850590768,0,-0.162042152,-0.109158785
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Chartwell Rx Ll,7959.33,30020,67,44,0.2651342438,118.79597015,180.89386364,0,45000.08,164960,504,359,0.2727938894,89.285873016,125.34841226,0,22373.92,84740,257,199,0.2640302101,87.058054475,112.43175879,0,34713.36,130824,394,254,0.2756017895,88.104974619,136.66677165,0,26140.28,102981,314,239,0.3085702292,83.249299363,109.37355649,0,0.1196234603,0.038656755
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Avpak,,,,,,,,,,,,,,,,,116.61,163,11,,0.715398773,10.600909091,,1,526.57,794,48,40,0.6623348007,10.970208333,13.16425,0,431.13,743,35,24,0.6140868598,12.318,17.96375,1,-0.072845245,-0.073509849
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Avet Pharmaceut,5818134.44,7454706,244052,183527,0.8142731052,23.83973268,31.701790145,0,6754123.52,8766592.042,280142,212769,0.7997211823,24.109642681,31.743926606,0,9855827.71,11815769,411129,315093,0.8682831017,23.972591839,31.279107152,0,9270187.45,12391735,446218,344537,0.7691653568,20.775019049,26.906217474,0,7239554.08,11934119,417877,317865,0.6268454718,17.324605279,22.775562204,0,-0.185031585,-0.063306297
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Par Pharm.,4434924.59,7120977,257062,197141,0.628320912,17.252353868,22.496206218,0,4174839.61,6669483,247963,194165,0.6313701645,16.836542589,21.501504442,0,2040081.35,2754140,109480,93539,0.7432427888,18.634283431,21.809954671,0,155672.88,207665.804,8996,7641,0.7683456697,17.304677635,20.373364743,0,99616.67,194545,8740,7309,0.5189115302,11.39778833,13.629315912,0,-0.324637919,-0.046703603
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Alembic Pharmac,807140.85,1256213,48070,39018,0.6394363723,16.790947576,20.686371675,0,743839.37,1132969,46152,37458,0.6513071976,16.11716437,19.857957446,0,1176897.4,1419962,59493,51780,0.8288231657,19.782115543,22.728802626,0,811554.03,1290456,55640,47261,0.6283930269,14.585802121,17.171749011,0,1712924.25,3125866,132002,110494,0.5431873048,12.97650225,15.502418683,0,-0.135593042,-0.039962784
Doxycycline Monohydrate,Doxycycline Monohydrate,1,Lannett Co. Inc,3831507.37,3372161,120039,91121,1.1772821554,31.918854456,42.048565863,0,2836654.39,2635368.5,96963,77045,1.1106205627,29.255018822,36.818150302,0,1377554.88,1308565,54183,44352,1.0893247825,25.424116051,31.059588745,0,1169281.14,1155617,46060,36712,1.0400264856,25.386042987,31.850107322,0,954978.63,1230959.5,50510,40532,0.7944406891,18.906724015,23.561103079,0,-0.236134175,-0.093651481
Doxycycline Monohydrate,Doxycycline Monohydrate,1,AHP,342.4,239,23,23,1.3944207966,14.886956522,14.886956522,1,257.55,161,13,11,1.5141677319,19.811538462,23.413636364,1,326.67,337,19,17,0.9724919273,17.193157895,19.215882353,1,275.44,510,27,24,0.9112086153,10.201481481,11.476666667,1,295.35,230,26,19,2.9764618865,11.359615385,15.544736842,1,2.2664988418,0.2087225339
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,4,Overall,22568.23,4871,78,177,4.6331820981,289.33628205,127.50412429,0,57601.82,12758,210,202,4.5179286603,274.29438095,285.15752475,0,62380.97,14220,241,175,4.3876364627,258.84219917,356.46268571,0,74097.66,18050,293,203,4.1071038592,252.89303754,365.01310345,0,76401.21,24333,399,256,3.1357799013,191.48172932,298.44222656,0,-0.236498514,-0.092980653
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,1,Par Pharm.,22568.23,4871,78,57,4.6331820981,289.33628205,395.93385965,0,42456.71,9502,153,103,4.4681866975,277.4948366,412.20106796,0,38251.52,8560,146,94,4.468635514,261.99671233,406.93106383,0,32977.2,7991,138,94,4.1267926417,238.96521739,350.8212766,0,17797.17,5978,104,75,2.9771110739,171.12663462,237.2956,0,-0.278589614,-0.104678699
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,1,Mylan,,,,,,,,,15145.11,3256,57,34,4.6514465602,265.70368421,445.44441176,0,24129.45,5660,95,76,4.2631537102,253.99421053,317.49276316,0,27006.66,6660,100,73,4.0550540541,270.0666,369.95424658,0,21152.01,6901,113,77,3.0650644834,187.1859292,274.70142857,0,-0.244137207,-0.129803778
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,1,Bionpharma Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13030.39,4181,66,36,3.1165725903,197.43015152,361.95527778,0,,
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,1,"Analog Pharma,",,,,,,,,,,,,,,,,,,,,,,,,,14113.8,3399,55,36,4.1523389232,256.61454545,392.05,0,24421.64,7273,116,84,3.3578495806,210.53137931,290.73380952,0,-0.191335379,-0.191335379
Drizalma Sprinkle,Duloxetine HCl,1,Overall,1834392.3,291261,13390,3477,6.298998892,136.99718447,527.57903365,0,4146025.6,638003,31089,6837,6.4982508028,133.35988935,606.41006289,0,45629.82,6845,241,186,6.6779795433,189.3353527,245.3216129,0,9375.02,1394,35,30,6.7436338058,267.85771429,312.50066667,1,1188636.82,166611,6429,2478,7.1351224579,184.88673511,479.67587571,0,0.058053071,0.0316502192
Drizalma Sprinkle,Duloxetine HCl,1,Sun Pharma Glob,1834392.3,291261,13390,3477,6.298998892,136.99718447,527.57903365,0,4146025.6,638003,31089,6837,6.4982508028,133.35988935,606.41006289,0,45629.82,6845,241,186,6.6779795433,189.3353527,245.3216129,0,9375.02,1394,35,30,6.7436338058,267.85771429,312.50066667,1,1188636.82,166611,6429,2478,7.1351224579,184.88673511,479.67587571,0,0.058053071,0.0316502192
Dronabinol,Dronabinol,7,Overall,24005183.57,7160479,126823,39629,3.2426815215,189.28099454,605.74790103,0,20538627.17,6468107,113209,37382,3.0545142641,181.42221175,549.4255837,0,21083106.31,5968104,104961,36576,3.3988726456,200.86609607,576.41913577,0,17360186.03,5409152,98705,34946,3.1023113615,175.87949982,496.77176301,0,6681980.22,2106792,39997,19515,3.0961985889,167.06203515,342.40226595,0,-0.001970393,-0.011489862
Dronabinol,Dronabinol,1,Major Pharmaceu,62017.67,16654,375,199,3.5839614221,165.38045333,311.64658291,0,90318.28,23836,521,290,3.7185441088,173.3556238,311.44234483,0,231141.87,80177,1813,888,2.8434355728,127.49137893,260.29489865,0,373696.47,111291,2339,1397,3.3471730339,159.76762292,267.49926271,0,109943.75,39466,885,704,2.8075835137,124.23022599,156.17009943,0,-0.161207537,-0.059210765
Dronabinol,Dronabinol,1,Lannett Co. Inc,948581.57,229939,3951,2323,3.9837438456,240.08645153,408.3433362,0,80314.63,19402,327,174,3.9936962063,245.6104893,461.57833333,0,58029.23,11976,210,114,4.5436382166,276.32966667,509.02833333,0,40825.91,8387,158,90,4.6689927368,258.39183544,453.62122222,0,15309.55,5496,102,81,2.7672116462,150.09362745,189.00679012,0,-0.407321493,-0.087069445
Dronabinol,Dronabinol,1,Ascend Laborato,8728658.42,2315264,44675,14494,3.5879761231,195.38127409,602.22563957,0,7364706.99,2188711,40862,14375,3.1869498492,180.23363981,512.32744278,0,10053358.32,2470882,44678,17198,3.8903133887,225.01809213,584.56554948,0,12792121.61,3269861,60305,23844,3.7509647021,212.1237312,536.49226682,0,5246856.37,1526535,28350,14904,3.3749377207,185.07429877,352.04350309,0,-0.100248072,-0.015186361
Dronabinol,Dronabinol,1,Camber Pharmace,809282.35,224063,3872,1622,3.4719956644,209.00887138,498.94102959,0,389862.16,100172,1708,889,3.7648867445,228.25653396,438.54011249,0,59597.54,10508,180,85,5.6366514952,331.09744444,701.14752941,0,22931.48,4519,78,40,5.4955879288,293.99333333,573.287,1,5722.69,2059,32,23,2.8071041172,178.8340625,248.8126087,1,-0.489207678,-0.051756582
Dronabinol,Dronabinol,1,Rhodes Pharmace,7263121.62,2659466,44793,15969,2.6417751094,162.14858616,454.82632726,0,4219379.44,1621472,28055,12244,2.5140921091,150.39670077,344.60792551,0,4781203.8,1883635,32669,14526,2.4493841277,146.35292785,329.1479967,0,3651940.01,1886004,33370,16834,1.8634208633,109.4378187,216.93833967,0,1137044.08,496272,9806,6186,2.192713104,115.95391393,183.80925962,0,0.1767138317,-0.04550976
Dronabinol,Dronabinol,1,Akorn Inc.,6191970.75,1714515,29134,11396,3.5018949597,212.53417828,543.34597666,0,8390873.6,2512992,41702,16925,3.2441086222,201.21034003,495.76801182,0,5897213.29,1509800,25387,12515,3.7711765587,232.29264151,471.21160927,0,458902.27,123707,2336,1670,3.5918246433,196.44788955,274.79177844,0,34648.31,8467,165,106,4.032080451,209.98975758,326.87084906,0,0.1225716318,0.0358730121
Dronabinol,Dronabinol,1,AHP,1551.19,578,23,,3.008712543,67.443043478,,1,3172.07,1522,34,,2.3812355405,93.296176471,,1,2562.26,1126,24,18,2.3312842914,106.76083333,142.34777778,1,19768.28,5383,119,75,3.7266013392,166.12,263.57706667,0,132455.47,28497,657,302,4.7722043748,201.60649924,438.59427152,0,0.2805781838,0.1222370033
Droperidol,Droperidol,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,2726.79,617,26,11,4.4194327391,104.87653846,247.89,1,987.17,230,42,11,4.2920434783,23.504047619,89.742727273,0,-0.028824799,-0.028824799
Droperidol,Droperidol,1,Amer. Regent,,,,,,,,,,,,,,,,,,,,,,,,,2726.79,617,26,11,4.4194327391,104.87653846,247.89,1,987.17,230,42,11,4.2920434783,23.504047619,89.742727273,0,-0.028824799,-0.028824799
Droplet Insulin Syringe,"Syrge-Ndl,Ins 0.5 Ml Half Mark",1,Overall,1238575.42,4900330,19757,7991,0.252784727,62.69046009,154.99629834,0,1242365.97,4906802,20249,8466,0.2531688297,61.354435775,146.74769313,0,1348878.17,4919289,21687,9095,0.2743045387,62.197545534,148.30985926,0,1355698.8,4736376,21879,8783,0.286506604,61.963471822,154.35486736,0,994860.52,3779949,17421,6887,0.2634003285,57.106969749,144.45484536,0,-0.080648317,0.0103372619
Droplet Insulin Syringe,"Syrge-Ndl,Ins 0.5 Ml Half Mark",1,"Htl-Strefa, S.A",1238575.42,4900330,19757,7991,0.252784727,62.69046009,154.99629834,0,1242365.97,4906802,20249,8466,0.2531688297,61.354435775,146.74769313,0,1348878.17,4919289,21687,9095,0.2743045387,62.197545534,148.30985926,0,1355698.8,4736376,21879,8783,0.286506604,61.963471822,154.35486736,0,994860.52,3779949,17421,6887,0.2634003285,57.106969749,144.45484536,0,-0.080648317,0.0103372619
Droplet Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,Overall,642226.08,2560700,10215,4458,0.2508175027,62.870883994,144.06148048,0,582768.31,2318170,9702,4337,0.251588456,60.066822305,134.37129583,0,692916.38,2530101,11864,5242,0.2746894915,58.404954484,132.1854979,0,697715.77,2415655,11957,5170,0.2906733306,58.352075772,134.95469439,0,519065.07,1932270,9300,3975,0.2707891814,55.813448387,130.58240755,0,-0.068407202,0.0193383588
Droplet Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,"Htl-Strefa, S.A",642226.08,2560700,10215,4458,0.2508175027,62.870883994,144.06148048,0,582768.31,2318170,9702,4337,0.251588456,60.066822305,134.37129583,0,692916.38,2530101,11864,5242,0.2746894915,58.404954484,132.1854979,0,697715.77,2415655,11957,5170,0.2906733306,58.352075772,134.95469439,0,519065.07,1932270,9300,3975,0.2707891814,55.813448387,130.58240755,0,-0.068407202,0.0193383588
Droplet Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,Overall,1911268.21,7577800,31000,12583,0.2521928385,61.653813226,151.89288802,0,2030354.96,8034299,33957,14120,0.2526874719,59.791941573,143.79284419,0,2272882.81,8305123,38289,15717,0.2737501983,59.361247617,144.61301839,0,2252590.25,7868595,38474,15097,0.2864656875,58.548376826,149.20780619,0,1670058.19,6339928,30591,12206,0.2635956412,54.593121833,136.82272571,0,-0.079835203,0.0111168986
Droplet Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,"Htl-Strefa, S.A",1911268.21,7577800,31000,12583,0.2521928385,61.653813226,151.89288802,0,2030354.96,8034299,33957,14120,0.2526874719,59.791941573,143.79284419,0,2272882.81,8305123,38289,15717,0.2737501983,59.361247617,144.61301839,0,2252590.25,7868595,38474,15097,0.2864656875,58.548376826,149.20780619,0,1670058.19,6339928,30591,12206,0.2635956412,54.593121833,136.82272571,0,-0.079835203,0.0111168986
Droplet Micron Pen Needle,"Pen Needle, Diabetic",1,Overall,,,,,,,,,26924.57,69470,407,285,0.3875711818,66.153734644,94.472175439,0,160363.97,385598,2155,1202,0.415883822,74.414835267,133.41428453,0,247456.8,541701,2973,1446,0.4568143681,83.234712412,171.13195021,0,153257.72,364511,2031,900,0.4204474488,75.459241753,170.28635556,0,-0.079609841,0.0275116346
Droplet Micron Pen Needle,"Pen Needle, Diabetic",1,"Htl-Strefa, S.A",,,,,,,,,26924.57,69470,407,285,0.3875711818,66.153734644,94.472175439,0,160363.97,385598,2155,1202,0.415883822,74.414835267,133.41428453,0,247456.8,541701,2973,1446,0.4568143681,83.234712412,171.13195021,0,153257.72,364511,2031,900,0.4204474488,75.459241753,170.28635556,0,-0.079609841,0.0275116346
Droplet Pen Needle,"Pen Needle, Diabetic",1,Overall,14453377.23,44252603.1,224436,85385,0.32778562,64.398658103,169.27302489,0,18258206.09,55637415,282606,117046,0.3287867438,64.606576258,155.99171343,0,28273473.12,76877600,416062,167335,0.3679512489,67.954951714,168.9632959,0,33882458.33,87317624,472900,181598,0.3882538309,71.648251914,186.57946855,0,27301600.79,76576112,398617,162467,0.356863348,68.490808947,168.04397687,0,-0.080850414,0.0214756353
